user_id,bank_code,tx_channel,tx_type,tx_amount,tx_datetime,tx_hour,tx_weekday,tx_country,tx_location,device_type,device_os,device_id,ip_address,fraud_score,fraud_label
8462,02,ATM,DEPOSIT,297855.24,2025-01-11 20:04:40,20,5,KR,광주,PC,Android,DEV-3072,126.12.81.218,0.0,0
5895,07,WEB,WITHDRAW,86486.28,2024-01-07 19:24:43,19,6,KR,대전,ATM,Android,DEV-2937,160.167.251.85,0.0,0
1043,02,ATM,DEPOSIT,74487.59,2024-10-06 13:00:30,13,6,KR,광주,MOBILE,macOS,DEV-3620,131.84.166.201,0.0352,0
7058,07,MOBILE,WITHDRAW,53211.41,2024-10-12 11:58:41,11,5,KR,대전,ATM,iOS,DEV-9785,93.37.163.216,0.0,0
6921,03,WEB,DEPOSIT,89122.32,2024-08-31 21:25:29,21,5,KR,해외,MOBILE,Android,DEV-8171,142.242.176.4,0.0292,0
1053,03,ATM,DEPOSIT,26470.65,2024-05-16 09:10:11,9,3,KR,서울,PC,Android,DEV-5743,27.65.11.248,0.0,0
3382,02,MOBILE,DEPOSIT,351883.34,2024-04-15 05:44:05,5,0,KR,수원,ATM,ATM_OS,DEV-4487,56.78.242.105,0.0393,0
4336,08,ATM,DEPOSIT,45483.4,2025-11-27 01:23:23,1,3,KR,해외,ATM,iOS,DEV-1688,146.77.189.46,0.0,0
8818,08,WEB,DEPOSIT,22333.03,2025-10-03 05:24:30,5,4,KR,수원,MOBILE,macOS,DEV-2326,39.154.63.53,0.1042,0
5873,06,ATM,TRANSFER,70628.87,2024-07-31 16:08:00,16,2,KR,부산,ATM,iOS,DEV-8049,100.147.97.111,0.0,0
1519,08,MOBILE,WITHDRAW,110373.69,2024-05-10 13:10:00,13,4,KR,대전,ATM,ATM_OS,DEV-5586,96.215.60.95,0.0,0
1759,07,WEB,DEPOSIT,362584.07,2025-08-15 14:23:22,14,4,KR,부산,ATM,macOS,DEV-8846,106.116.122.250,0.1082,0
7333,02,MOBILE,WITHDRAW,34204.45,2024-11-22 12:29:32,12,4,KR,대구,ATM,ATM_OS,DEV-9604,162.122.53.170,0.3997,0
9950,04,MOBILE,TRANSFER,2586.96,2024-08-26 13:07:28,13,0,KR,서울,PC,Android,DEV-1397,200.158.125.199,0.0,0
8809,08,MOBILE,DEPOSIT,11999.69,2025-12-26 22:17:00,22,4,KR,해외,ATM,iOS,DEV-7368,11.82.237.81,0.0108,0
4111,08,MOBILE,WITHDRAW,40478.23,2025-10-04 01:55:10,1,5,KR,서울,PC,iOS,DEV-8954,50.29.75.52,0.0,0
9579,02,ATM,PAYMENT,42727.72,2024-02-15 21:25:37,21,3,KR,인천,PC,macOS,DEV-9191,13.238.185.26,0.0404,0
7940,08,WEB,TRANSFER,112804.02,2024-01-05 22:35:36,22,4,CN,수원,MOBILE,macOS,DEV-8543,136.89.34.226,0.298,0
9917,08,WEB,TRANSFER,51332.73,2025-08-10 19:49:55,19,6,KR,부산,MOBILE,macOS,DEV-1769,80.83.189.44,0.0,0
8476,08,MOBILE,TRANSFER,489907.94,2025-10-18 00:06:11,0,5,KR,부산,ATM,macOS,DEV-3198,41.146.51.171,0.4127,1
5234,09,WEB,WITHDRAW,23878.79,2024-07-10 13:22:34,13,2,KR,서울,ATM,iOS,DEV-5331,144.2.177.227,0.0,0
8501,09,ATM,TRANSFER,4010.41,2025-02-26 02:41:17,2,2,KR,대구,MOBILE,Windows,DEV-7823,204.162.193.235,0.3769,0
1919,04,MOBILE,TRANSFER,43156.42,2024-10-10 23:12:10,23,3,KR,대구,MOBILE,ATM_OS,DEV-1484,109.216.212.77,0.0776,0
3834,09,ATM,DEPOSIT,16025.06,2024-12-11 18:01:40,18,2,KR,해외,ATM,ATM_OS,DEV-1141,216.108.227.135,0.0,0
2315,07,ATM,WITHDRAW,9819.93,2025-11-12 16:12:55,16,2,KR,인천,PC,ATM_OS,DEV-9642,128.11.147.230,0.0,0
8831,07,MOBILE,TRANSFER,14495.91,2024-12-30 23:00:25,23,0,KR,대구,ATM,Android,DEV-5648,210.85.61.216,0.0797,0
9923,08,WEB,DEPOSIT,25902.27,2026-01-16 09:21:37,9,4,FR,광주,ATM,Windows,DEV-5034,51.56.254.250,0.0099,0
8217,05,ATM,TRANSFER,37914.31,2025-06-30 14:10:38,14,0,TH,해외,PC,macOS,DEV-3209,9.158.7.236,0.0,0
8959,08,MOBILE,TRANSFER,48924.79,2024-06-27 12:53:54,12,3,KR,해외,PC,Windows,DEV-7656,99.71.59.154,0.0479,0
8445,07,MOBILE,DEPOSIT,14054.37,2024-07-13 12:21:21,12,5,KR,대전,ATM,Windows,DEV-3452,68.171.216.103,0.0647,0
1384,04,ATM,TRANSFER,21597.54,2025-12-20 14:14:24,14,5,KR,인천,ATM,macOS,DEV-8736,158.138.22.111,0.0,0
3211,06,WEB,WITHDRAW,113189.62,2024-09-11 04:58:23,4,2,KR,대구,ATM,macOS,DEV-9807,135.111.121.158,0.0,0
2423,08,WEB,WITHDRAW,62635.65,2025-07-10 08:51:22,8,3,KR,수원,ATM,ATM_OS,DEV-7902,48.211.220.252,0.0,0
3636,07,MOBILE,DEPOSIT,69929.41,2026-02-11 10:21:42,10,2,KR,서울,ATM,Windows,DEV-4289,126.40.156.214,0.0,0
5675,09,WEB,DEPOSIT,6663.38,2024-01-07 07:37:56,7,6,KR,서울,MOBILE,Android,DEV-3435,211.219.211.221,0.0493,0
6826,02,ATM,PAYMENT,207859.51,2024-04-27 05:41:22,5,5,KR,서울,ATM,Android,DEV-1104,13.54.220.101,0.0,0
9043,07,MOBILE,DEPOSIT,44674.85,2025-04-28 02:14:37,2,0,KR,서울,MOBILE,Android,DEV-8775,133.137.204.34,0.0236,0
4248,04,WEB,DEPOSIT,137566.28,2024-10-08 00:21:50,0,1,KR,대전,ATM,ATM_OS,DEV-9297,118.101.28.128,0.0,0
2932,08,MOBILE,DEPOSIT,20676.47,2025-09-13 03:59:50,3,5,CN,부산,MOBILE,macOS,DEV-1968,161.206.33.222,0.2734,0
8510,03,WEB,DEPOSIT,139214.09,2024-01-02 10:38:57,10,1,KR,대전,MOBILE,Android,DEV-7670,70.90.75.251,0.1999,0
9177,06,WEB,DEPOSIT,45542.13,2025-04-21 07:05:05,7,0,KR,대전,MOBILE,macOS,DEV-6834,16.163.98.73,0.0,0
9086,06,WEB,TRANSFER,97024.78,2025-09-30 20:30:52,20,1,KR,인천,ATM,Windows,DEV-6773,50.255.175.92,0.1057,0
2621,04,WEB,DEPOSIT,68160.26,2024-04-18 08:33:57,8,3,KR,대전,MOBILE,ATM_OS,DEV-3698,196.116.25.207,0.0,0
5706,06,ATM,WITHDRAW,189017.09,2024-02-01 19:11:49,19,3,KR,인천,ATM,macOS,DEV-8503,181.142.150.165,0.0531,0
5289,04,ATM,DEPOSIT,17478.08,2025-06-20 00:25:55,0,4,KR,수원,PC,Windows,DEV-1881,76.241.232.34,0.0305,0
2220,08,ATM,DEPOSIT,1125289.65,2026-01-16 22:30:51,22,4,KR,대구,ATM,Windows,DEV-2683,145.5.209.116,0.5446,1
2984,09,ATM,DEPOSIT,38960.54,2025-03-28 22:24:47,22,4,KR,인천,ATM,ATM_OS,DEV-5057,17.194.132.34,0.0982,0
6959,04,MOBILE,DEPOSIT,14013.93,2026-02-24 22:05:01,22,1,KR,해외,MOBILE,iOS,DEV-5656,133.36.0.88,0.0351,0
4351,03,MOBILE,DEPOSIT,11567.65,2024-12-21 02:37:51,2,5,KR,대전,PC,Windows,DEV-2916,167.75.114.74,0.0852,0
5791,06,WEB,PAYMENT,43929.68,2024-02-11 16:09:31,16,6,KR,서울,PC,iOS,DEV-2165,188.122.168.157,0.1015,0
2650,09,ATM,DEPOSIT,107979.35,2025-05-21 15:37:30,15,2,KR,해외,MOBILE,Android,DEV-3556,134.83.37.164,0.0,0
8608,04,MOBILE,DEPOSIT,330893.97,2024-08-24 10:00:11,10,5,KR,부산,PC,Windows,DEV-5302,197.253.111.197,0.1241,0
3132,09,WEB,PAYMENT,172602.03,2024-03-31 11:19:51,11,6,KR,서울,PC,Android,DEV-7078,166.10.205.239,0.0,0
1054,05,WEB,PAYMENT,41472.39,2025-09-20 14:58:26,14,5,KR,광주,ATM,iOS,DEV-3129,110.171.231.40,0.0116,0
6387,09,ATM,TRANSFER,25733.46,2025-01-31 15:33:14,15,4,KR,서울,PC,ATM_OS,DEV-4958,113.255.253.170,0.1354,0
9934,05,ATM,PAYMENT,71195.99,2024-10-30 04:15:18,4,2,KR,부산,ATM,Windows,DEV-6930,71.137.55.222,0.0,0
6172,07,MOBILE,WITHDRAW,89969.59,2024-09-14 05:12:47,5,5,KR,인천,ATM,ATM_OS,DEV-1292,26.214.180.27,0.0,0
4355,07,WEB,PAYMENT,54725.67,2025-03-17 06:31:52,6,0,KR,해외,MOBILE,Windows,DEV-6431,189.114.98.247,0.0,0
8615,09,ATM,WITHDRAW,157700.93,2024-04-20 15:45:18,15,5,KR,광주,PC,Windows,DEV-7273,17.216.48.220,0.0896,0
9549,02,WEB,TRANSFER,84091.75,2024-02-01 16:20:51,16,3,KR,서울,MOBILE,macOS,DEV-9656,109.157.182.228,0.0,0
2565,09,WEB,TRANSFER,56976.57,2025-06-29 07:31:43,7,6,KR,인천,PC,iOS,DEV-9400,167.27.215.50,0.0016,0
7304,02,MOBILE,WITHDRAW,22858.63,2026-02-09 10:02:46,10,0,KR,대구,MOBILE,ATM_OS,DEV-8662,163.85.254.74,0.0463,0
9060,04,MOBILE,PAYMENT,103990.08,2025-05-07 20:17:05,20,2,KR,부산,MOBILE,Windows,DEV-3679,172.133.105.138,0.1232,0
5385,02,MOBILE,DEPOSIT,270065.48,2025-11-23 22:32:48,22,6,VN,대구,ATM,Android,DEV-6086,221.153.128.168,0.3951,0
3311,03,ATM,PAYMENT,160228.8,2025-02-23 16:30:57,16,6,KR,수원,MOBILE,Windows,DEV-4317,142.142.3.248,0.0,0
6250,09,ATM,TRANSFER,138015.12,2025-07-05 01:56:55,1,5,KR,대구,ATM,macOS,DEV-9649,85.2.227.16,0.3087,0
6818,04,MOBILE,TRANSFER,17537.49,2024-07-03 05:14:22,5,2,KR,대구,MOBILE,ATM_OS,DEV-8119,116.66.9.123,0.3724,0
1156,06,MOBILE,DEPOSIT,2417.57,2025-10-05 12:23:22,12,6,KR,부산,ATM,macOS,DEV-7593,187.235.192.204,0.0,0
7201,07,WEB,DEPOSIT,48388.13,2024-12-30 10:10:13,10,0,KR,서울,MOBILE,Android,DEV-4037,101.190.175.117,0.0066,0
1961,09,MOBILE,PAYMENT,38438.6,2025-09-05 07:34:11,7,4,KR,해외,MOBILE,iOS,DEV-8808,123.154.42.196,0.0,0
8950,08,ATM,DEPOSIT,22438.42,2024-02-02 15:22:48,15,4,KR,대구,MOBILE,Android,DEV-5865,110.95.60.80,0.0313,0
1001,08,WEB,PAYMENT,120347.43,2025-06-03 11:53:33,11,1,KR,해외,MOBILE,Android,DEV-6275,53.151.84.140,0.0,0
2827,03,ATM,PAYMENT,569517.25,2024-08-19 08:37:10,8,0,NG,대구,MOBILE,ATM_OS,DEV-7190,29.180.28.123,0.8818,1
2940,02,MOBILE,PAYMENT,42761.67,2024-07-08 03:26:38,3,0,KR,서울,MOBILE,macOS,DEV-8530,15.169.30.69,0.0,0
8556,09,MOBILE,PAYMENT,52587.47,2024-11-10 22:23:18,22,6,KR,광주,PC,macOS,DEV-1528,146.198.24.141,0.089,0
9833,08,WEB,WITHDRAW,888344.37,2024-08-20 08:32:26,8,1,VN,대구,MOBILE,ATM_OS,DEV-9029,139.159.240.116,0.5622,1
5155,04,MOBILE,WITHDRAW,301136.75,2025-12-08 05:40:12,5,0,KR,수원,ATM,macOS,DEV-9812,176.220.90.115,0.0,0
2894,04,ATM,WITHDRAW,350074.79,2024-01-19 23:13:42,23,4,KR,해외,MOBILE,Windows,DEV-5216,125.170.181.5,0.0,0
9776,05,WEB,PAYMENT,139899.23,2025-12-03 15:59:55,15,2,KR,부산,MOBILE,Windows,DEV-7256,115.33.141.5,0.118,0
5563,04,MOBILE,PAYMENT,47471.6,2025-04-24 08:53:53,8,3,VN,부산,ATM,iOS,DEV-8362,21.215.166.15,0.0175,0
2027,04,ATM,WITHDRAW,281147.89,2024-06-13 09:43:59,9,3,KR,수원,ATM,iOS,DEV-8687,138.43.114.31,0.0,0
6001,03,ATM,WITHDRAW,751807.46,2025-08-15 04:26:10,4,4,NG,서울,MOBILE,Windows,DEV-8210,153.24.155.111,0.8714,1
2190,06,WEB,DEPOSIT,72439.52,2024-04-10 20:01:32,20,2,KR,부산,ATM,iOS,DEV-5177,40.253.47.222,0.0925,0
2322,04,MOBILE,TRANSFER,28848.33,2024-02-02 18:59:19,18,4,KR,수원,ATM,Android,DEV-7926,212.37.149.79,0.0,0
8680,08,ATM,PAYMENT,81184.92,2024-05-29 03:46:36,3,2,KR,해외,PC,iOS,DEV-5559,42.1.209.228,0.0,0
5667,02,MOBILE,DEPOSIT,42383.43,2024-08-26 13:46:06,13,0,KR,서울,PC,ATM_OS,DEV-8858,125.165.247.46,0.0196,0
8130,02,WEB,TRANSFER,43306.49,2024-11-02 11:43:31,11,5,KR,대전,MOBILE,ATM_OS,DEV-7776,24.229.177.151,0.0,0
6945,04,ATM,DEPOSIT,405555.72,2025-04-16 20:35:31,20,2,KR,수원,PC,Android,DEV-5431,151.177.108.47,0.0083,0
8757,02,WEB,TRANSFER,333494.8,2024-07-30 17:05:35,17,1,KR,대구,MOBILE,Windows,DEV-3193,38.226.248.179,0.0,0
5558,07,ATM,DEPOSIT,20826.59,2024-09-13 23:28:39,23,4,KR,인천,MOBILE,ATM_OS,DEV-6904,190.189.135.51,0.0215,0
7072,04,WEB,WITHDRAW,46214.8,2024-01-07 11:58:36,11,6,KR,부산,PC,Windows,DEV-8819,104.141.51.173,0.0,0
2923,03,WEB,DEPOSIT,349319.1,2025-07-26 07:23:21,7,5,KR,인천,MOBILE,macOS,DEV-6924,4.110.253.63,0.0,0
8906,04,MOBILE,WITHDRAW,6579.28,2024-12-08 07:48:23,7,6,KR,광주,MOBILE,Windows,DEV-3371,25.104.178.205,0.1063,0
5243,08,MOBILE,PAYMENT,32690.58,2024-09-14 12:44:41,12,5,US,서울,PC,iOS,DEV-4648,96.9.6.108,0.0,0
6985,07,MOBILE,TRANSFER,7197.83,2025-04-18 12:30:13,12,4,KR,인천,ATM,Windows,DEV-1682,122.81.194.48,0.1393,0
1318,09,ATM,WITHDRAW,12741.55,2024-10-21 00:40:03,0,0,KR,서울,PC,iOS,DEV-6917,223.237.111.98,0.0047,0
2382,07,MOBILE,WITHDRAW,179000.59,2024-07-30 02:04:58,2,1,KR,인천,MOBILE,Android,DEV-7697,118.191.10.17,0.0337,0
9926,04,ATM,PAYMENT,55737.86,2024-02-07 23:45:36,23,2,KR,광주,MOBILE,Windows,DEV-8271,123.172.194.218,0.0,0
6452,08,WEB,PAYMENT,22659.4,2024-05-19 10:06:27,10,6,KR,해외,ATM,ATM_OS,DEV-9800,121.4.15.221,0.015,0
6959,04,ATM,TRANSFER,23280.96,2024-09-30 03:39:40,3,0,KR,대구,ATM,ATM_OS,DEV-7395,206.169.231.177,0.3663,0
9874,09,MOBILE,DEPOSIT,135685.11,2025-03-23 14:56:18,14,6,KR,부산,MOBILE,Windows,DEV-7282,40.86.78.4,0.077,0
2231,05,MOBILE,PAYMENT,13747.12,2025-02-02 06:55:31,6,6,KR,인천,ATM,ATM_OS,DEV-7334,32.107.29.115,0.1757,0
3308,08,WEB,PAYMENT,3575217.54,2024-11-10 10:41:36,10,6,VN,광주,PC,Android,DEV-1605,99.102.77.158,0.4499,1
1937,04,ATM,PAYMENT,1023244.81,2024-01-23 20:24:57,20,1,KR,인천,PC,ATM_OS,DEV-7115,180.253.54.193,0.0,0
5916,05,ATM,TRANSFER,45692.29,2025-07-13 16:44:18,16,6,KR,대전,ATM,macOS,DEV-3886,81.17.196.158,0.0,0
5625,05,MOBILE,WITHDRAW,75446.71,2024-01-03 14:18:32,14,2,US,수원,MOBILE,ATM_OS,DEV-2123,24.1.235.26,0.0292,0
5456,04,WEB,PAYMENT,57125.48,2024-02-09 20:56:21,20,4,KR,수원,ATM,Android,DEV-9316,167.170.146.67,0.0,0
4664,09,WEB,TRANSFER,5118.33,2024-11-04 05:02:18,5,0,KR,수원,ATM,macOS,DEV-9122,219.213.108.222,0.3799,0
8683,03,ATM,TRANSFER,343355.41,2026-02-22 09:45:23,9,6,KR,광주,MOBILE,ATM_OS,DEV-5866,179.123.23.198,0.0,0
3721,09,MOBILE,PAYMENT,101526.17,2025-02-10 02:30:46,2,0,KR,부산,ATM,Android,DEV-1539,17.241.142.119,0.0,0
3148,05,WEB,TRANSFER,103637.62,2024-09-04 18:11:05,18,2,KR,대전,ATM,macOS,DEV-6065,100.3.111.15,0.0,0
6156,03,WEB,TRANSFER,23982.95,2026-01-30 03:13:10,3,4,KR,부산,PC,Android,DEV-6053,46.125.71.127,0.2892,0
8430,03,WEB,DEPOSIT,37334.24,2024-09-16 01:09:48,1,0,KR,수원,MOBILE,Android,DEV-5287,30.195.176.34,0.0306,0
3963,08,WEB,TRANSFER,1153750.18,2024-01-16 01:02:45,1,1,RU,대전,MOBILE,Android,DEV-1696,5.35.235.155,1.0,1
1489,03,WEB,PAYMENT,16012.95,2024-09-20 22:13:22,22,4,KR,대구,ATM,Android,DEV-2231,56.229.16.46,0.1437,0
8625,03,ATM,DEPOSIT,21499.94,2024-01-08 14:07:59,14,0,KR,광주,PC,ATM_OS,DEV-7349,22.120.206.10,0.0,0
4948,09,WEB,TRANSFER,18509.33,2025-03-14 14:19:45,14,4,KR,서울,ATM,ATM_OS,DEV-1117,112.104.179.59,0.1439,0
2958,07,WEB,TRANSFER,116248.6,2025-09-16 20:57:44,20,1,KR,수원,MOBILE,Windows,DEV-2117,10.159.139.97,0.0,0
1902,02,MOBILE,TRANSFER,225816.47,2025-06-08 22:48:38,22,6,KR,대구,MOBILE,iOS,DEV-1480,152.202.226.52,0.0161,0
4913,04,MOBILE,TRANSFER,81528.19,2026-01-12 04:08:27,4,0,KR,부산,ATM,iOS,DEV-6537,146.214.212.87,0.3224,0
9263,02,WEB,PAYMENT,697259.39,2024-12-15 23:20:14,23,6,KR,대전,PC,Windows,DEV-4286,57.51.163.224,0.477,1
6080,02,WEB,DEPOSIT,529721.54,2024-06-07 09:46:45,9,4,KR,인천,ATM,macOS,DEV-8997,93.22.47.183,0.0,0
6910,05,ATM,TRANSFER,378279.31,2025-02-20 07:23:30,7,3,KR,대전,MOBILE,Android,DEV-4688,148.130.189.223,0.0,0
2555,06,MOBILE,DEPOSIT,85725.27,2024-09-07 15:03:52,15,5,KR,부산,ATM,Android,DEV-1348,36.109.86.1,0.0667,0
3646,07,WEB,TRANSFER,28104.95,2025-09-22 15:34:26,15,0,KR,부산,PC,Windows,DEV-1529,117.175.61.236,0.0691,0
4215,09,MOBILE,DEPOSIT,2323.77,2024-02-02 11:08:57,11,4,KR,수원,MOBILE,macOS,DEV-3613,170.74.145.254,0.0,0
1489,08,MOBILE,PAYMENT,19754.26,2026-02-14 05:26:58,5,5,KR,서울,MOBILE,Android,DEV-5212,217.248.41.228,0.0,0
8684,08,ATM,DEPOSIT,46260.98,2024-12-19 09:09:36,9,3,KR,해외,PC,Windows,DEV-2448,65.149.73.185,0.0309,0
3378,09,MOBILE,DEPOSIT,139133.89,2024-12-04 11:15:43,11,2,KR,광주,PC,ATM_OS,DEV-7032,91.7.26.13,0.0193,0
5164,02,MOBILE,DEPOSIT,26934.62,2025-04-18 19:36:07,19,4,KR,대구,PC,macOS,DEV-5166,35.229.71.152,0.0295,0
1675,03,WEB,TRANSFER,69504.23,2024-09-04 18:05:01,18,2,KR,대전,MOBILE,ATM_OS,DEV-2907,68.220.152.114,0.0749,0
3781,05,MOBILE,TRANSFER,152104.65,2025-11-14 00:50:28,0,4,KR,부산,PC,Android,DEV-8010,4.85.88.93,0.3524,0
2134,05,ATM,TRANSFER,20400.13,2024-10-19 08:53:10,8,5,KR,부산,PC,macOS,DEV-4055,48.14.177.77,0.0,0
2861,06,ATM,TRANSFER,30953.85,2024-05-29 11:08:29,11,2,KR,대구,PC,ATM_OS,DEV-1592,90.137.84.142,0.0,0
1997,05,WEB,PAYMENT,82591.37,2024-06-09 12:09:14,12,6,KR,인천,ATM,macOS,DEV-6799,112.55.69.208,0.0572,0
6421,08,MOBILE,PAYMENT,56311.7,2025-03-07 12:15:15,12,4,KR,해외,PC,Windows,DEV-8594,143.182.195.44,0.0013,0
3795,06,MOBILE,TRANSFER,71108.88,2024-04-30 19:02:30,19,1,KR,대구,ATM,ATM_OS,DEV-3543,92.239.7.226,0.0,0
6465,03,WEB,WITHDRAW,19722.77,2025-06-18 22:20:51,22,2,KR,부산,PC,iOS,DEV-9662,174.78.165.175,0.0,0
4361,05,WEB,PAYMENT,25999.19,2025-06-08 01:13:40,1,6,CN,부산,ATM,Android,DEV-9668,10.178.95.136,0.3379,0
9639,02,MOBILE,WITHDRAW,25758.15,2024-01-24 11:26:57,11,2,KR,해외,MOBILE,Android,DEV-9868,58.27.116.144,0.0,0
1208,03,ATM,PAYMENT,104790.41,2026-01-07 12:11:58,12,2,KR,수원,ATM,iOS,DEV-2067,149.62.8.85,0.0417,0
8151,03,ATM,PAYMENT,16392.19,2024-02-24 09:02:11,9,5,VN,대전,PC,Windows,DEV-6022,90.142.12.218,0.0798,0
7105,03,MOBILE,WITHDRAW,231612.29,2025-12-07 04:38:15,4,6,KR,해외,MOBILE,ATM_OS,DEV-6000,63.59.162.191,0.0,0
5333,08,ATM,DEPOSIT,22278.91,2025-12-18 10:42:37,10,3,KR,수원,MOBILE,macOS,DEV-4712,43.243.111.43,0.0953,0
5350,09,WEB,WITHDRAW,50200.27,2024-05-02 11:36:36,11,3,RU,서울,PC,macOS,DEV-7643,196.164.55.237,0.2224,0
9967,05,MOBILE,WITHDRAW,11163.25,2024-02-02 17:04:10,17,4,KR,수원,ATM,iOS,DEV-3462,148.227.196.208,0.0,0
4895,08,WEB,DEPOSIT,14829.13,2024-05-14 18:13:16,18,1,NG,부산,PC,Android,DEV-3623,175.137.95.222,0.3669,0
5706,05,MOBILE,DEPOSIT,62247.61,2024-11-30 00:33:29,0,5,KR,대구,ATM,Android,DEV-2103,56.38.134.50,0.117,0
3794,07,ATM,PAYMENT,5019094.83,2024-07-04 08:33:45,8,3,KR,인천,PC,Android,DEV-2071,28.146.236.98,0.5358,1
7841,05,MOBILE,PAYMENT,334760.83,2026-01-17 22:43:24,22,5,KR,대전,PC,Android,DEV-5596,212.165.178.204,0.0228,0
1308,09,WEB,TRANSFER,3431128.89,2024-05-31 19:00:09,19,4,KR,대전,ATM,iOS,DEV-7627,104.118.242.164,0.4869,1
8103,06,WEB,WITHDRAW,2841474.2,2024-03-11 10:40:26,10,0,KR,광주,ATM,Windows,DEV-8764,130.53.207.96,0.5896,1
9632,02,ATM,DEPOSIT,118412.32,2024-04-16 10:57:11,10,1,KR,서울,ATM,iOS,DEV-5608,73.205.94.143,0.0869,0
5291,08,WEB,PAYMENT,89325.64,2024-11-14 19:21:33,19,3,KR,수원,MOBILE,ATM_OS,DEV-8495,56.222.103.21,0.0,0
1110,03,ATM,TRANSFER,536278.37,2024-10-22 03:09:43,3,1,KR,인천,MOBILE,ATM_OS,DEV-4300,134.3.156.87,0.4458,1
4029,02,ATM,WITHDRAW,45790.55,2025-03-06 14:10:29,14,3,CN,부산,ATM,Android,DEV-7583,74.250.211.66,0.0,0
2691,05,ATM,PAYMENT,509256.51,2024-05-28 18:10:28,18,1,KR,대구,ATM,macOS,DEV-3154,179.82.249.208,0.1345,0
7686,07,MOBILE,WITHDRAW,20730.42,2024-10-15 00:19:48,0,1,KR,대구,MOBILE,iOS,DEV-2447,52.203.249.17,0.0118,0
1235,05,WEB,DEPOSIT,26460.47,2024-04-22 21:20:25,21,0,KR,해외,PC,Android,DEV-3531,131.252.158.154,0.0492,0
9798,08,ATM,DEPOSIT,110372.88,2024-04-20 05:24:33,5,5,KR,대전,ATM,Android,DEV-5066,151.45.213.124,0.0649,0
9468,05,MOBILE,WITHDRAW,89170.2,2025-05-25 23:35:58,23,6,CN,대구,MOBILE,ATM_OS,DEV-3543,203.94.229.166,0.2348,0
3856,08,ATM,DEPOSIT,811719.24,2025-01-23 05:58:31,5,3,DE,대전,MOBILE,macOS,DEV-9463,187.76.124.243,0.6132,1
1481,04,ATM,DEPOSIT,9121.72,2025-10-05 15:06:53,15,6,KR,부산,PC,macOS,DEV-3609,60.26.199.128,0.0,0
8168,06,MOBILE,PAYMENT,18005.32,2024-02-28 02:38:01,2,2,KR,광주,ATM,Android,DEV-3464,144.0.130.76,0.0,0
4507,04,WEB,WITHDRAW,19043.07,2025-10-14 04:20:25,4,1,KR,광주,ATM,macOS,DEV-6039,129.168.206.48,0.0415,0
6436,08,ATM,TRANSFER,32616.49,2026-01-15 02:32:46,2,3,KR,인천,PC,macOS,DEV-7672,7.212.96.157,0.3356,0
7802,05,MOBILE,TRANSFER,175094.19,2025-10-24 18:25:28,18,4,KR,해외,PC,Android,DEV-7764,152.128.112.246,0.0,0
8420,05,ATM,WITHDRAW,43588.34,2026-01-08 20:40:21,20,3,KR,수원,MOBILE,ATM_OS,DEV-5462,91.113.175.124,0.0293,0
5778,09,ATM,DEPOSIT,5826.19,2024-08-02 12:35:46,12,4,TH,광주,PC,ATM_OS,DEV-4829,106.37.98.113,0.0,0
7388,04,WEB,PAYMENT,90702.55,2024-02-28 07:16:44,7,2,KR,인천,PC,Windows,DEV-6314,2.93.179.214,0.0394,0
1055,02,WEB,TRANSFER,712876.99,2026-01-14 16:54:39,16,2,KR,인천,ATM,Windows,DEV-9954,19.203.55.186,0.0126,0
9042,09,ATM,PAYMENT,160121.42,2024-11-19 14:50:48,14,1,KR,광주,MOBILE,iOS,DEV-9321,210.15.155.55,0.0,0
1050,04,MOBILE,TRANSFER,143775.33,2025-08-06 01:02:42,1,2,KR,대전,MOBILE,Android,DEV-9585,106.52.236.235,0.4834,1
5766,05,ATM,WITHDRAW,98355.08,2024-05-04 09:30:50,9,5,KR,인천,ATM,Windows,DEV-1528,43.241.187.151,0.1708,0
3432,02,WEB,PAYMENT,83989.0,2025-08-03 04:21:04,4,6,KR,대전,PC,Windows,DEV-8778,78.193.108.163,0.132,0
1832,02,ATM,PAYMENT,28139.95,2024-01-05 22:42:47,22,4,KR,수원,MOBILE,Windows,DEV-6153,123.107.145.30,0.0,0
7649,02,WEB,PAYMENT,62331.96,2025-08-12 13:50:07,13,1,KR,수원,ATM,Android,DEV-6617,50.40.225.97,0.2726,0
4770,04,MOBILE,DEPOSIT,14738.03,2025-08-04 19:18:49,19,0,KR,해외,ATM,ATM_OS,DEV-2497,131.43.150.55,0.0,0
4121,08,ATM,PAYMENT,160569.04,2025-05-24 17:58:19,17,5,KR,대전,PC,Windows,DEV-7442,202.8.196.143,0.0698,0
7557,04,MOBILE,TRANSFER,1020548.3,2025-08-02 00:04:41,0,5,KR,대구,ATM,ATM_OS,DEV-3578,209.158.222.151,0.4159,1
4654,02,ATM,TRANSFER,253297.0,2025-12-25 07:09:44,7,3,KR,서울,PC,Android,DEV-5737,164.10.98.108,0.0007,0
3698,09,MOBILE,DEPOSIT,64179.35,2024-06-12 13:47:47,13,2,KR,수원,MOBILE,ATM_OS,DEV-4950,222.230.28.222,0.0,0
6300,05,WEB,DEPOSIT,136126.59,2025-04-02 04:31:54,4,2,KR,부산,ATM,iOS,DEV-2388,203.101.140.218,0.0,0
5088,09,ATM,TRANSFER,193245.69,2024-03-04 13:36:50,13,0,KR,인천,PC,macOS,DEV-7346,201.248.67.241,0.0,0
